bulan,kode_outlet,no_penerimaan,no_retur,kode_obat,kode_kreditur,satuan_utuh,isi,qty_retur,harga_satuan,jml_retur,is_konsinyasi
2,BX50,RC1113UR0109976423,RE1113UR0620084Q,13000047,1000000043,BH,1,26,131930,3430180,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,13010961,1000002823,DUS,30,30,20400,612000,FALSE
2,BX14,RC1112RT084286827,RE1112RT0623487E,13085109,1000002823,PAK,1,1,190000,190000,FALSE
2,BX20,RC1112T706007812A,RE1112T70625902D,13086297,1000010894,BT,1,3,34000,102000,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,12005721,1000003470,DUS,100,200,1077,215400,FALSE
2,BX27,RC1112TJ08273874F,RE1112TJ0626899I,13089355,1000000043,DUS,1,5,105600,528000,FALSE
2,BX04,RC1112R1010851428O,RE1112R10611938P,13008357,1000000043,BH,1,1,246599,246599,FALSE
2,BX50,RC1113UR010904090G,RE1113UR06118107,13085189,1000003198,BT,1,1,20496,20496,FALSE
2,BX09,RC1112RH07839698E,RE1112RH06112503,13020627,1000002823,KLG,1,1,293550,293550,FALSE
2,BX33,RC11132P060221819,RE11132P0618803P,12000821,1000000043,BT,1,1,41705,41705,FALSE
2,BX12,RC1112RP0110374813,RE1112RP06173511,13004807,1000002823,TUB,1,2,85355,170710,FALSE
2,BX42,RC1113EW06921480Q,RE1113EW0617519N,13020410,1000000043,DUS,1,1,53243,53243,FALSE
2,BX12,RC1112RP09281075I,RE1112RP0617156Q,12000821,1000000043,BT,1,6,41705,250230,FALSE
2,BX26,RC1112TH08849681M,RE1112TH0623572E,12000745,1000000043,BT,1,1,32443,32443,FALSE
2,BX21,RC1112T805334906N,RE1112T80620113Q,13079138,1000002823,DUS,1,1,62050,62050,FALSE
2,BX33,RC11132P088582746,RE11132P0624084N,13020619,1000000043,DUS,1,1,33151,33151,FALSE
2,BX07,RC1112R9092927954,RE1112R906144548,12000821,1000000043,BT,1,1,41705,41705,FALSE
2,BX07,RC1112R9092927954,RE1112R906144593,12000821,1000000043,BT,1,3,41705,125115,FALSE
2,BX07,RC1112R9092927954,RE1112R906144575,12000821,1000000043,BT,1,1,41705,41705,FALSE
2,BX26,RC1112TH010226833K,RE1112TH0623527J,13020403,1000000043,KLG,1,1,353477,353477,FALSE
2,BX51,RC11142X098539059,RE11142X0626292Q,13020627,1000002823,KLG,1,1,308200,308200,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13085514,1000003470,DUS,30,60,7925,475473,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13005812,1000003470,BT,1,2,115200,230400,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13005126,1000003470,DUS,30,30,6240,187200,FALSE
2,BX10,RC1112RK09543885E,RE1112RK06110045,13022774,1000002432,BT,1,3,131600,394800,FALSE
2,BX10,RC1112RK07984730M,RE1112RK06110125,13023367,1000002432,BT,1,3,76824,230472,FALSE
2,BX10,RC1112RK07984730M,RE1112RK06110143,13023367,1000002432,BT,1,4,76824,307296,FALSE
2,BX10,RC1112RK010530919J,RE1112RK06109868,13083781,1000000043,DUS,30,30,10226,306755,FALSE
2,BX12,RC1112RP0110374813,RE1112RP06173511,13084346,1000002823,BT,1,1,211200,211200,FALSE
2,BX12,RC1112RP0109522174,RE1112RP0621252C,13020939,1000003795,BT,1,2,40048,80095,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,12004455,1000002823,TUB,1,5,27090,135450,FALSE
2,BX35,RC11135108745099M,RE1113510622666D,13081141,1000002432,BT,1,1,14040,14040,FALSE
2,BX52,RC1114YY0110286148,RE1114YY0615402A,13019730,1000002823,DUS,50,50,2795,139750,FALSE
2,BX51,RC11142X08440667G,RE11142X0614435A,13083332,1000002823,PAK,1,2,209000,418000,FALSE
2,BX40,RC1113F2080271709,RE1113F206217297,13078880,1000002432,BT,1,3,89240,267720,FALSE
2,BX19,RC1112T607956683F,RE1112T60624626C,13087864,1000003470,PC,1,8,8284,66272,FALSE
2,BX09,RC1112RH010940946D,RE1112RH0625851F,13007854,1000000043,DUS,100,100,2298,229729,FALSE
2,BX20,RC1112T706216702A,RE1112T70625911C,13086300,1000010894,BT,1,2,34000,68000,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,12002099,1000003470,BT,1,1,30823,30823,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13088099,1000003470,BT,1,1,35890,35890,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13019669,1000003470,BT,1,4,21620,86480,FALSE
2,BX34,RC11135N081555197,RE11135N06270082,12000704,1000000043,DUS,1,3,17831,53492,FALSE
2,BX34,RC11135N053231165,RE11135N0627564H,13084841,1000002735,DUS,30,60,2664,159800,FALSE
2,BX07,RC1112R9080007827,RE1112R906146653,13086977,1000002450,KLG,1,1,256427,256427,FALSE
2,BX04,RC1112R1010886892R,RE1112R106105436,13004667,1000004299,DUS,10,300,7770,2331000,FALSE
2,BX09,RC1112RH07839698E,RE1112RH06112503,13020631,1000002823,KLG,1,1,84000,84000,FALSE
2,BX25,RC1112TF066574529,RE1112TF0613055P,13080912,1000002432,TUB,1,1,53615,53615,FALSE
2,BX12,RC1112RP0110374813,RE1112RP06173511,13077691,1000002823,DUS,7,14,22296,312137,FALSE
2,BX40,RC1113F202925437Q,RE1113F20617779E,13004533,1000003470,TUB,1,2,141917,283833,FALSE
2,BX33,RC11132P011037886H,RE11132P06203822,13004718,1000002823,TUB,1,3,29133,87399,FALSE
2,BX35,RC111351079631833,RE1113510622663G,13077596,1000002432,DUS,30,30,4700,141000,FALSE
2,BX40,RC1113F207837318F,RE1113F20621029E,13084406,1000002823,BH,1,2,103609,207218,FALSE
2,BX12,RC1112RP07976869H,RE1112RP0617185L,12000833,1000000043,BT,1,1,19868,19868,FALSE
2,BX22,RC1112T908290098D,RE1112T90623978L,13078880,1000002432,BT,1,1,89240,89240,FALSE
2,BX14,RC1112RT08329140P,RE1112RT06134411,13015583,1000002432,TUB,1,2,228000,456000,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,12000834,1000000043,DUS,16,16,991,15854,FALSE
2,BX39,RC1113F4084544586,RE1113F406141730,13078944,1000000043,BT,1,3,170019,510057,FALSE
2,BX12,RC1112RP07976869H,RE1112RP0617195J,12000833,1000000043,BT,1,1,19868,19868,FALSE
2,BX40,RC1113F206674772C,RE1113F20621786Q,12000798,1000000043,DUS,100,100,937,93689,FALSE
2,BX14,RC1112RT07805572F,RE1112RT0623270P,13084904,1000000043,PC,1,1,187792,187792,FALSE
2,BX20,RC1112T706007812A,RE1112T70625902D,13086296,1000010894,BT,1,4,25500,102000,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13077596,1000003470,DUS,30,30,5014,150400,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13004886,1000003470,TUB,1,4,30456,121824,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13019587,1000003470,BT,1,3,24440,73320,FALSE
2,BX21,RC1112T806659612M,RE1112T806115677,13086085,1000000043,BH,1,1,95000,95000,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,13084536,1000002823,BT,1,1,158400,158400,FALSE
2,BX35,RC11135103724977P,RE1113510622664F,13015846,1000002432,TUB,1,1,46408,46408,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,13070214,1000000043,BH,1,2,60528,121056,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,13085099,1000000043,BT,1,1,54260,54260,FALSE
2,BX14,RC1112RT010980646F,RE1112RT0618325K,13063326,1000000532,TUB,1,1,15200,15200,FALSE
2,BX34,RC11135N084318849,RE11135N06141355,13083332,1000002823,PAK,1,2,209000,418000,FALSE
2,BX25,RC1112TF08436580B,RE1112TF0616434K,13085109,1000002823,PAK,1,1,190000,190000,FALSE
2,BX40,RC1113F2079952863,RE1113F20617750R,13087970,1000003893,ZAK,1,18,9486,170748,FALSE
2,BX10,RC1112RK011011946P,RE1112RK0626054C,13000576,1000002450,DUS,5,200,112000,22400000,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,12003745,1000003470,BT,1,1,51701,51701,FALSE
2,BX25,RC1112TF034984742,RE1112TF0626619G,13015860,1000000043,TUB,1,1,153939,153939,FALSE
2,BX34,RC11135N053231165,RE11135N0627564H,13084842,1000002735,DUS,30,60,1567,94000,FALSE
2,BX10,RC1112RK082415073,RE1112RK06109877,13087876,1000002432,DUS,1,2,33250,66500,FALSE
2,BX04,RC1112R1010851428O,RE1112R10611938P,13008368,1000000043,BT,1,1,242139,242139,FALSE
2,BX10,RC1112RK078848880,RE1112RK06109886,13015632,1000002432,BT,1,2,28200,56400,FALSE
2,BX52,RC1114YY07962134J,RE1114YY06232436,13084569,1000000043,BT,1,1,134132,134132,FALSE
2,BX13,RC1112RR09927757P,RE1112RR06224257,13020403,1000000043,KLG,1,1,353477,353477,FALSE
2,BX38,RC11135408015046C,RE1113540623143H,13023367,1000002432,BT,1,1,76824,76824,FALSE
2,BX35,RC111351071633671,RE1113510622632N,13020722,1000000043,DUS,1,3,71218,213654,FALSE
2,BX26,RC1112TH09285562O,RE1112TH06235699,12000821,1000000043,BT,1,6,41705,250230,FALSE
2,BX33,RC11132P011037886H,RE11132P06203822,13005044,1000002823,BT,1,1,95000,95000,FALSE
2,BX33,RC11132P011037886H,RE11132P06203822,13004841,1000002823,TUB,1,1,89397,89397,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,13089501,1000002823,DUS,30,30,20640,619200,FALSE
2,BX27,RC1112TJ08428597G,RE1112TJ06227659,13083332,1000002823,PAK,1,1,209000,209000,FALSE
2,BX42,RC1113EW08126059I,RE1113EW0617515R,13015924,1000000043,BH,1,4,238660,954640,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,13020619,1000000043,DUS,1,1,33151,33151,FALSE
2,BX40,RC1113F2088169772,RE1113F20617746N,13091497,1000002823,DUS,1,3,6682,20046,FALSE
2,BX35,RC11135109039869C,RE1113510622646H,13086089,1000002823,DUS,1,2,57000,114000,FALSE
2,BX20,RC1112T706007812A,RE1112T70625902D,13086300,1000010894,BT,1,2,34000,68000,FALSE
2,BX38,RC11135406847940M,RE1113540625958Q,12004778,1000002580,BT,1,1,93571,93571,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13087684,1000003470,PC,1,1,34573,34573,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13070373,1000003470,DUS,50,50,3099,154909,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13019778,1000003470,BT,1,4,19364,77456,FALSE
2,BX10,RC1112RK010819898B,RE1112RK0610992A,13082702,1000002432,DUS,10,5,26869,134341,FALSE
2,BX51,RC11142X080215081,RE11142X06144378,13023366,1000002432,BT,1,3,44814,134442,FALSE
2,BX33,RC11132P010117801B,RE11132P06170180,13020627,1000002823,KLG,1,1,308200,308200,FALSE
2,BX33,RC11132P011037886H,RE11132P06203822,13004807,1000002823,TUB,1,3,99250,297750,FALSE
2,BX19,RC1112T6066634910,RE1112T60622005R,12000798,1000000043,DUS,100,100,937,93689,FALSE
2,BX19,RC1112T6091128144,RE1112T60615403K,13095178,1000002823,DUS,1,1,125000,125000,FALSE
2,BX14,RC1112RT010980646F,RE1112RT0618325K,13079881,1000000532,SC,1,1,14134,14134,FALSE
2,BX26,RC1112TH0108946702,RE1112TH06217879,13022853,1000003198,DUS,25,17,10903,185348,FALSE
2,BX09,RC1112RH010940946D,RE1112RH0625851F,13078553,1000000043,DUS,60,120,3805,456520,FALSE
2,BX09,RC1112RH010940946D,RE1112RH0625851F,13007793,1000000043,DUS,28,56,15187,850427,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13070350,1000003470,POT,1,1,23000,23000,FALSE
2,BX28,RC1112TK07140929I,RE1112TK06145861,13022700,1000002580,DUS,60,120,5035,604200,FALSE
2,BX09,RC1112RH0100863025,RE1112RH0611238R,13020627,1000002823,KLG,1,1,308200,308200,FALSE
2,BX50,RC1113UR010904090G,RE1113UR06118107,13080483,1000003198,KLG,1,1,288000,288000,FALSE
2,BX50,RC1113UR010904090G,RE1113UR06118107,13022852,1000003198,BT,1,1,77096,77096,FALSE
2,BX50,RC1113UR010904090G,RE1113UR06118107,13084965,1000003198,TUB,1,1,28625,28625,FALSE
2,BX33,RC11132P07962220O,RE11132P0618802Q,12003789,1000000043,BT,1,1,11609,11609,FALSE
2,BX27,RC1112TJ07462494O,RE1112TJ0617487P,13023367,1000002432,BT,1,2,69840,139680,FALSE
2,BX43,RC1113L307706187E,RE1113L306231335,12000745,1000000043,BT,1,1,32443,32443,FALSE
2,BX26,RC1112TH08439181A,RE1112TH0613766B,13083332,1000002823,PAK,1,2,209000,418000,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,13019564,1000002823,BT,1,3,151250,453750,FALSE
2,BX34,RC11135N053083128,RE11135N06141391,13023364,1000002432,TUB,1,1,56789,56789,FALSE
2,BX14,RC1112RT08069971R,RE1112RT0614172N,13017950,1000003470,BH,1,26,10439,271393,FALSE
2,BX14,RC1112RT092608253,RE1112RT0623419Q,13085806,1000000043,TUB,1,3,34783,104347,FALSE
2,BX10,RC1112RK010971569R,RE1112RK0618106G,12004468,1000002823,TUB,1,6,36879,221270,FALSE
2,BX19,RC1112T6087233519,RE1112T606246379,13087864,1000003470,PC,1,3,8284,24852,FALSE
2,BX51,RC11142X09267913C,RE11142X06248293,12003838,1000000043,TUB,1,1,21728,21728,FALSE
2,BX20,RC1112T707977318B,RE1112T70624912D,13070382,1000000043,TUB,1,1,24503,24503,FALSE
2,BX20,RC1112T7079775880,RE1112T70624914B,12000745,1000000043,BT,1,1,32443,32443,FALSE
2,BX20,RC1112T706216702A,RE1112T70625911C,13086297,1000010894,BT,1,3,34000,102000,FALSE
2,BX20,RC1112T706216702A,RE1112T70625911C,13086296,1000010894,BT,1,4,25500,102000,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,12003746,1000003470,BT,1,4,32495,129980,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13077428,1000003470,DUS,1,2,16500,33000,FALSE
2,BX21,RC1112T807429398E,RE1112T80611571B,13023367,1000002432,BT,1,1,69840,69840,FALSE
2,BX49,RC1113UK07856273L,RE1113UK0617968I,13084405,1000002823,KLG,1,1,158258,158258,FALSE
2,BX33,RC11132P08128635D,RE11132P0614796D,13022810,1000002823,BH,1,1,48960,48960,FALSE
2,BX12,RC1112RP07908327J,RE1112RP0617165P,12000824,1000000043,BT,1,1,14091,14091,FALSE
2,BX13,RC1112RR094517465,RE1112RR06224266,13078947,1000000043,BT,1,1,73367,73367,FALSE
2,BX40,RC1113F2010667846H,RE1113F20620804H,13023090,1000002580,BH,1,1,35297,35297,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,13004841,1000002823,TUB,1,9,89397,804573,FALSE
2,BX33,RC11132P010919751A,RE11132P0618093F,13005151,1000002722,DUS,50,50,5170,258500,FALSE
2,BX19,RC1112T607956683F,RE1112T606245487,13087812,1000003470,PC,1,8,12955,103634,FALSE
2,BX07,RC1112R9061334629,RE1112R90623622F,13020622,1000000043,DUS,1,1,29064,29064,FALSE
2,BX26,RC1112TH090597311,RE1112TH0623563F,12000704,1000000043,DUS,1,1,17831,17831,FALSE
2,BX10,RC1112RK010971569R,RE1112RK0618106G,13084346,1000002823,BT,1,4,210870,843480,FALSE
2,BX10,RC1112RK011011946P,RE1112RK0626054C,13077745,1000002450,DUS,30,60,11564,693840,FALSE
2,BX38,RC111354061136647,RE1113540625982Q,13064681,1000003198,BH,1,2,12106,24212,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13084828,1000003470,PC,1,4,9039,36154,FALSE
2,BX36,RC11135208068828D,RE11135206107023,13070382,1000000043,TUB,1,1,24502,24502,FALSE
2,BX40,RC1113F2084768643,RE1113F206218812,12000745,1000000043,BT,1,1,32443,32443,FALSE
2,BX38,RC111354067081565,RE1113540616252A,13006431,1000003470,DUS,30,30,4500,135000,FALSE
2,BX25,RC1112TF06041358D,RE1112TF0619403L,12004636,1000003259,BT,1,1,27900,27900,FALSE
2,BX50,RC1113UR010325163Q,RE1113UR0619832D,13023347,1000003470,TUB,1,3,25413,76239,FALSE
2,BX50,RC1113UR010325163Q,RE1113UR0619832D,13087495,1000003470,PC,1,4,27580,110320,FALSE
2,BX33,RC11132P011037886H,RE11132P06203822,13002699,1000002823,DUS,50,50,2000,100000,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,12005192,1000002823,DUS,30,30,9933,297990,FALSE
2,BX23,RC1112TC060819267,RE1112TC0615585H,13082701,1000002432,DUS,30,30,5174,155200,FALSE
2,BX12,RC1112RP08428384I,RE1112RP0617199F,13083332,1000002823,PAK,1,2,209000,418000,FALSE
2,BX26,RC1112TH07989374G,RE1112TH0613780D,13087970,1000003893,ZAK,1,17,9486,161262,FALSE
2,BX08,RC1112RE08233008N,RE1112RE06140407,13087875,1000002432,DUS,1,4,33250,133000,FALSE
2,BX14,RC1112RT010980646F,RE1112RT0618325K,13077019,1000000532,KLG,1,2,54896,109792,FALSE
2,BX04,RC1112R108854368R,RE1112R10623274N,13011001,1000002823,BT,1,1,93500,93500,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13005901,1000003470,DUS,14,14,20365,285105,FALSE
2,BX27,RC1112TJ05572132D,RE1112TJ06269346,13004507,1000002823,TUB,1,1,76800,76800,FALSE
2,BX34,RC11135N07807168F,RE11135N0627550N,13020717,1000000043,KLG,1,1,111300,111300,FALSE
2,BX25,RC1112TF07474687J,RE1112TF0610100H,13022880,1000003198,BH,1,1,35066,35066,FALSE
2,BX07,RC1112R9075123547,RE1112R906146635,13086977,1000002450,KLG,1,4,256427,1025707,FALSE
2,BX12,RC1112RP08428349C,RE1112RP0610040L,13088020,1000003470,DUS,12,30,3880,116400,FALSE
2,BX50,RC1113UR010904090G,RE1113UR06118107,13016454,1000003198,TUB,1,1,14899,14899,FALSE
2,BX26,RC1112TH075784412,RE1112TH0617997M,13020729,1000003970,KLG,1,2,654775,1309550,FALSE
2,BX33,RC11132P08536181M,RE11132P06187992,12000822,1000000043,BT,1,1,39886,39886,FALSE
2,BX42,RC1113EW067309196,RE1113EW06175220,13070390,1000000043,TUB,1,1,67453,67453,FALSE
2,BX14,RC1112RT08599860L,RE1112RT0623252R,13015483,1000000043,TUB,1,1,154800,154800,FALSE
2,BX40,RC1113F2081382430,RE1113F20621831C,12000821,1000000043,BT,1,1,41705,41705,FALSE
2,BX40,RC1113F207432627J,RE1113F20621717B,13080912,1000002432,TUB,1,1,53615,53615,FALSE
2,BX33,RC11132P079841177,RE11132P0624846L,13070382,1000000043,TUB,1,1,24503,24503,FALSE
2,BX20,RC1112T706216702A,RE1112T70625911C,13086299,1000010894,BT,1,2,59500,119000,FALSE
2,BX20,RC1112T706216702A,RE1112T70625911C,13086295,1000010894,BT,1,1,68000,68000,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,12003823,1000003470,BT,1,3,58698,176094,FALSE
2,BX07,RC1112R90109643253,RE1112R906122991,13000146,1000003470,DUS,30,900,4208,3786486,FALSE
2,BX50,RC1113UR010904090G,RE1113UR06118107,13019560,1000003198,BT,1,1,8682,8682,FALSE
2,BX50,RC1113UR010955552A,RE1113UR06123520,13008355,1000000043,BT,1,20,53784,1075666,FALSE
2,BX38,RC111354083965759,RE1113540623149B,13078880,1000002432,BT,1,1,90160,90160,FALSE
2,BX22,RC1112T9080316134,RE1112T90623981Q,13023118,1000002432,BH,1,3,24677,74031,FALSE
2,BX12,RC1112RP0109522174,RE1112RP0621252C,13020940,1000003795,BT,1,1,61085,61085,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,12006628,1000002823,DUS,30,30,20160,604800,FALSE
2,BX26,RC1112TH08174990N,RE1112TH06218012,13064681,1000003198,BH,1,2,12106,24212,FALSE
2,BX19,RC1112T6078445230,RE1112T606220968,13020721,1000000043,DUS,1,2,35411,70822,FALSE
2,BX39,RC1113F408453881A,RE1113F406141703,13020741,1000002823,DUS,1,1,139250,139250,FALSE
2,BX43,RC1113L307400742P,RE1113L30617125Q,13020729,1000003970,KLG,1,1,654775,654775,FALSE
2,BX19,RC1112T6085431074,RE1112T60624632E,13087864,1000003470,PC,1,1,8284,8284,FALSE
2,BX20,RC1112T706216702A,RE1112T70625911C,13086298,1000010894,BT,1,3,59500,178500,FALSE
2,BX39,RC1113F4053186311,RE1113F40627939F,13015595,1000000043,BT,1,2,111090,222180,FALSE
2,BX07,RC1112R906975206L,RE1112R906146493,13087380,1000002450,BH,1,3,72521,217561,FALSE
2,BX10,RC1112RK082415073,RE1112RK06109877,13087875,1000002432,DUS,1,2,33250,66500,FALSE
2,BX21,RC1112T8080264608,RE1112T80611570C,13083911,1000002432,TUB,1,1,32593,32593,FALSE
2,BX50,RC1113UR010904090G,RE1113UR06118107,12004496,1000003198,TUB,1,3,11776,35328,FALSE
2,BX21,RC1112T8080264608,RE1112T80618264R,13083911,1000002432,TUB,1,4,32593,130372,FALSE
2,BX40,RC1113F2078023831,RE1113F20617878E,13084905,1000000043,PC,1,4,140844,563376,FALSE
2,BX10,RC1112RK011011946P,RE1112RK0626054C,13084086,1000002450,DUS,30,750,2892,2168900,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13016027,1000003470,BH,1,2,7365,14729,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13085876,1000003470,DUS,20,40,4002,160050,FALSE
2,BX31,RC1112TN08430077Q,RE1112TN0627076N,13085109,1000002823,PAK,1,1,190000,190000,FALSE
2,BX40,RC1113F2079952863,RE1113F20617753O,13087969,1000003893,ZAK,1,2,19763,39526,FALSE
2,BX03,RC1112QX05458210J,RE1112QX0624145I,13023364,1000002432,TUB,1,1,56789,56789,FALSE
2,BX40,RC1113F206343358,RE1113F20620807E,13023089,1000002580,BH,1,1,6749,6749,FALSE
2,BX39,RC1113F408428713G,RE1113F406213288,13083332,1000002823,PAK,1,1,209000,209000,FALSE
2,BX42,RC1113EW070170809,RE1113EW0617518O,13019937,1000000043,TUB,1,2,163944,327888,FALSE
2,BX27,RC1112TJ08330873R,RE1112TJ0621358E,13078880,1000002432,BT,1,3,90160,270480,FALSE
2,BX10,RC1112RK010971569R,RE1112RK0618106G,13003881,1000002823,DUS,100,100,1029,102820,FALSE
2,BX33,RC11132P095732748,RE11132P06249051,13079275,1000003470,BT,1,4,44960,179840,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13084920,1000003470,DUS,120,120,947,113563,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13078928,1000003470,DUS,1,1,26772,26772,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13004534,1000003470,BT,1,3,160632,481896,FALSE
2,BX04,RC1112R1011080513G,RE1112R106268787,13004667,1000005851,DUS,10,100,700,70000,FALSE
2,BX09,RC1112RH0108917719,RE1112RH06100543,13070629,1000000212,DUS,2,2,79050,158100,FALSE
2,BX19,RC1112T602143724C,RE1112T60610074J,13008359,1000000043,BH,1,1,239338,239338,FALSE
2,BX19,RC1112T6078172057,RE1112T60610070N,13078177,1000000043,BT,1,4,66373,265491,FALSE
2,BX12,RC1112RP0110374813,RE1112RP06173511,13005041,1000002823,DUS,1,2,85000,170000,FALSE
2,BX40,RC1113F2036128136,RE1113F20617883H,12000745,1000000043,BT,1,1,30898,30898,FALSE
2,BX33,RC11132P09817142M,RE11132P0624089I,13086970,1000000043,DUS,1,1,169575,169575,FALSE
2,BX26,RC1112TH03520465I,RE1112TH06137956,13015846,1000002432,TUB,1,1,46408,46408,FALSE
2,BX50,RC1113UR0109976423,RE1113UR0620084Q,13000046,1000000043,BH,1,35,119543,4184005,FALSE
2,BX11,RC1112RM08665998O,RE1112RM06222697,13084944,1000000043,BT,1,2,117383,234766,FALSE
2,BX40,RC1113F206165294M,RE1113F20620811I,13086356,1000003198,BT,1,1,11631,11631,FALSE
2,BX07,RC1112R9011018979P,RE1112R906213964,13085635,1000000043,BH,1,3,182910,548730,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,13008480,1000000043,DUS,10,10,14523,145225,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,13004898,1000000043,TUB,1,1,182970,182970,FALSE
2,BX19,RC1112T607831133C,RE1112T606252808,13084904,1000000043,PC,1,2,187792,375584,FALSE
2,BX52,RC1114YY0110035972,RE1114YY06261342,13083717,1000003470,DUS,30,30,4300,129000,FALSE
2,BX19,RC1112T607831133C,RE1112T606267409,13084904,1000000043,PC,1,1,187792,187792,FALSE
2,BX25,RC1112TF082609441,RE1112TF0610104D,13085813,1000002432,DUS,1,1,70500,70500,FALSE
2,BX21,RC1112T808595361I,RE1112T80611562C,13010237,1000002823,DUS,21,21,30100,632100,FALSE
2,BX12,RC1112RP07844269A,RE1112RP0617194K,13020614,1000000043,DUS,1,1,63658,63658,FALSE
2,BX40,RC1113F208477225G,RE1113F206218367,12000821,1000000043,BT,1,1,41705,41705,FALSE
2,BX12,RC1112RP0110374813,RE1112RP06173511,13006329,1000002823,DUS,30,30,8960,268800,FALSE
2,BX35,RC111351071633671,RE1113510622627K,13020721,1000000043,DUS,1,1,35411,35411,FALSE
2,BX04,RC1112R1010929226D,RE1112R106149889,13077691,1000002823,DUS,7,70,22296,1560685,FALSE
2,BX40,RC1113F208193482F,RE1113F20620732E,13017132,1000002823,PAK,1,12,3950,47400,FALSE
2,BX12,RC1112RP010909305Q,RE1112RP0621253B,13002541,1000004299,DUS,100,100,1205,120435,FALSE
2,BX38,RC11135409280643L,RE1113540623115L,13085806,1000000043,TUB,1,3,34783,104347,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,13002872,1000000043,DUS,30,30,22925,687750,FALSE
2,BX52,RC1114YY08505537G,RE1114YY06232285,13085099,1000000043,BT,1,1,52937,52937,FALSE
2,BX07,RC1112R908053081A,RE1112R90614450C,13084406,1000002823,BH,1,2,103609,207218,FALSE
2,BX12,RC1112RP081548849,RE1112RP0624878I,13020634,1000002823,KLG,1,1,150850,150850,FALSE
2,BX09,RC1112RH010940946D,RE1112RH0625851F,13078865,1000000043,BH,1,3,157611,472831,FALSE
2,BX09,RC1112RH010940946D,RE1112RH0625851F,13007794,1000000043,DUS,28,28,19866,556240,FALSE
2,BX27,RC1112TJ0102980619,RE1112TJ0626903D,13020826,1000000043,KLG,1,3,167304,501912,FALSE
2,BX08,RC1112RE09478654P,RE1112RE06188758,13095206,1000002432,PC,1,3,50875,152625,FALSE
2,BX14,RC1112RT010305000H,RE1112RT0623273M,13020409,1000000043,DUS,1,3,26307,78921,FALSE
2,BX27,RC1112TJ08329788B,RE1112TJ0617489N,13023366,1000002432,BT,1,1,45276,45276,FALSE
2,BX50,RC1113UR0109976423,RE1113UR0620084Q,13008355,1000000043,BT,1,20,56614,1132280,FALSE
2,BX33,RC11132P010919751A,RE11132P0618093F,13088023,1000002722,DUS,30,30,7600,228000,FALSE
2,BX03,RC1112QX08073280B,RE1112QX0624144J,13023366,1000002432,BT,1,1,44814,44814,FALSE
2,BX39,RC1113F4066320435,RE1113F40615979C,13020729,1000003970,KLG,1,2,600413,1200826,FALSE
2,BX07,RC1112R9011018979P,RE1112R906213964,13000052,1000000043,BH,1,6,133995,803970,FALSE
2,BX43,RC1113L3073348953,RE1113L306231282,12000745,1000000043,BT,1,1,32443,32443,FALSE
2,BX43,RC1113L3073348953,RE1113L306231273,12000745,1000000043,BT,1,1,32443,32443,FALSE
2,BX29,RC1112TL0109892849,RE1112TL06139465,13008482,1000000043,BT,1,1,59200,59200,FALSE
