nama_outlet,kode_outlet,nama_bm,kode_bm,kode_doc_type,deskripsi_kode_type,dpp,ppn,total,document_id,no_transaksi,tanggal,no_referensi
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3111605,626082602,RC1113F2011451056B,6/14/2025,YQBX40250614
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2768420,626082602,RC1113F20114510874,6/14/2025,YQBX40250614
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,711903,626082602,RC1113F2011451113L,6/14/2025,YQBX40250614
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1540456,626082602,RC1113F2011451147B,6/14/2025,YQBX40250614
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1357557,626082602,RC1113F2011451203M,6/14/2025,YQBX40250614
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1073601,626082602,RC1113F20114512667,6/14/2025,YQBX40250614
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,413881,626082602,RC1113F2011451587R,6/14/2025,YQBX40250614
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,35033741,626082603,RC1113F1011453578Q,6/14/2025,YQBX41250614
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,446296,626082603,RC1113F1011453641A,6/14/2025,YQBX41250614
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,4321672,626082603,RC1113F10114536483,6/14/2025,YQBX41250614
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,185792,626082603,RC1113F10114536812,6/14/2025,YQBX41250614
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1264174,626082603,RC1113F1011453905B,6/14/2025,YQBX41250614
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1138798,626082603,RC1113F1011454097Q,6/14/2025,YQBX41250614
KF. SUGIYOPRANOTO,BX43,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,873407,626082604,RC1113L30114516272,6/14/2025,YQBX43250614
KF. SUGIYOPRANOTO,BX43,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,437400,626082604,RC1113L30114521275,6/14/2025,YQBX43250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,47322,626082605,RC1113UR0114526400,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,98114,626082605,RC1113UR011452667H,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,507939,626082605,RC1113UR011452780J,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,177912,626082605,RC1113UR011452790H,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1345826,626082605,RC1113UR0114528220,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3273250,626082605,RC1113UR011453270O,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,446296,626082605,RC1113UR011453361O,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,970200,626082605,RC1113UR011453555K,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,733875,626082605,RC1113UR011453684E,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,576200,626082605,RC1113UR011453732P,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1902937,626082605,RC1113UR0114538102,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3325503,626082605,RC1113UR011453874E,6/14/2025,YQBX50250614
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1716509,626082605,RC1113UR011453912R,6/14/2025,YQBX50250614
KF Sudirman Magelang,BX51,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1168811,626082606,RC11142X011449500A,6/14/2025,YQBX51250614
KF Sudirman Magelang,BX51,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,103678,626082606,RC11142X0114495144,6/14/2025,YQBX51250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,232385,626082607,RC1114YY011451022H,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1239208,626082607,RC1114YY0114511548,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,211257,626082607,RC1114YY011451311H,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,284197,626082607,RC1114YY0114519620,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,14142,626082607,RC1114YY011451973P,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,799000,626082607,RC1114YY011451996I,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1863962,626082607,RC1114YY011452793L,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,361054,626082607,RC1114YY0114528245,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,229663,626082607,RC1114YY0114528361,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1007926,626082607,RC1114YY0114529244,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,874466,626082607,RC1114YY011452971P,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1172890,626082607,RC1114YY011453013E,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1737124,626082607,RC1114YY0114530456,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1752172,626082607,RC1114YY0114531188,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,784966,626082607,RC1114YY011453168Q,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2585564,626082607,RC1114YY011453211E,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1534388,626082607,RC1114YY0114532605,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2332872,626082607,RC1114YY0114533239,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1914560,626082607,RC1114YY011453498H,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1388376,626082607,RC1114YY0114535415,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,603448,626082607,RC1114YY011453572Q,6/14/2025,YQBX52250614
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1530531,626082607,RC1114YY0114536361,6/14/2025,YQBX52250614
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2700536,626082987,RC1112NJ011456347E,6/15/2025,YQBX01250615
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,768000,626082988,RC1112QX0114552795,6/15/2025,YQBX03250615
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2880000,626082988,RC1112QX011455701M,6/15/2025,YQBX03250615
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2099310,626082988,RC1112QX0114557692,6/15/2025,YQBX03250615
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1681092,626082988,RC1112QX011455805H,6/15/2025,YQBX03250615
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2344745,626082988,RC1112QX011455813H,6/15/2025,YQBX03250615
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1348766,626082989,RC1112R1011455674F,6/15/2025,YQBX04250615
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2111050,626082989,RC1112R1011455690F,6/15/2025,YQBX04250615
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,380000,626082989,RC1112R10114557004,6/15/2025,YQBX04250615
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,764008,626082989,RC1112R10114557102,6/15/2025,YQBX04250615
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3865605,626082989,RC1112R1011455923N,6/15/2025,YQBX04250615
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3053648,626082989,RC1112R1011455927J,6/15/2025,YQBX04250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,254069,626082990,RC1112R9011455614B,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,8749383,626082990,RC1112R9011455705B,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1068636,626082990,RC1112R9011455810D,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2381936,626082990,RC1112R9011455877M,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2176355,626082990,RC1112R9011456005G,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2826309,626082990,RC1112R90114560770,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3498524,626082990,RC1112R9011456117B,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3079303,626082990,RC1112R90114561377,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2769764,626082990,RC1112R9011456178Q,6/15/2025,YQBX07250615
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3102188,626082990,RC1112R9011456204F,6/15/2025,YQBX07250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2247594,626082991,RC1112RE011455382J,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2538861,626082991,RC1112RE0114554142,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2817473,626082991,RC1112RE011455428O,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1159061,626082991,RC1112RE011455435P,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,5367710,626082991,RC1112RE011455446M,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2442390,626082991,RC1112RE011455452O,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1765095,626082991,RC1112RE011455464K,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3669898,626082991,RC1112RE011455485F,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1542636,626082991,RC1112RE011455509Q,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1958521,626082991,RC1112RE011455528N,6/15/2025,YQBX08250615
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3463424,626082991,RC1112RE011455707Q,6/15/2025,YQBX08250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,966240,626082992,RC1112RH0114562788,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,400000,626082992,RC1112RH011456280E,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,278171,626082992,RC1112RH011456283B,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,18881,626082992,RC1112RH0114562859,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,5235030,626082992,RC1112RH0114562957,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,8683577,626082992,RC1112RH0114562975,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1741265,626082992,RC1112RH011456308L,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,5291803,626082992,RC1112RH011456312P,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3286026,626082992,RC1112RH011456313O,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1166232,626082992,RC1112RH011456317K,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,706658,626082992,RC1112RH011456321O,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,4172934,626082992,RC1112RH011456323M,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3058693,626082992,RC1112RH011456324L,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3762041,626082992,RC1112RH011456325K,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,783890,626082992,RC1112RH011456326J,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,5514506,626082992,RC1112RH011456327I,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,6910423,626082992,RC1112RH011456328H,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3727472,626082992,RC1112RH011456329G,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,5254865,626082992,RC1112RH011456330N,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,8345571,626082992,RC1112RH011456333K,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,7201454,626082992,RC1112RH011456334J,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,227500,626082992,RC1112RH011456335I,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2926522,626082992,RC1112RH011456336H,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,542500,626082992,RC1112RH011456338F,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3346700,626082992,RC1112RH011456341K,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,678650,626082992,RC1112RH011456344H,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,4049869,626082992,RC1112RH011456345G,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,999600,626082992,RC1112RH011456346F,6/15/2025,YQBX09250615
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,16678990,626082992,RC1112RH011456349C,6/15/2025,YQBX09250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1100016,626082993,RC1112RK011455437B,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,255000,626082993,RC1112RK011455561A,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,495545,626082993,RC1112RK0114557850,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,251420,626082993,RC1112RK0114558733,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,4386767,626082993,RC1112RK011455992R,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2536361,626082993,RC1112RK011456018G,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1443992,626082993,RC1112RK011456026G,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,6480828,626082993,RC1112RK011456060E,6/15/2025,YQBX10250615
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2353426,626082993,RC1112RK0114560864,6/15/2025,YQBX10250615
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1324954,626082994,RC1112RM011455441B,6/15/2025,YQBX11250615
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2196679,626082994,RC1112RM0114554564,6/15/2025,YQBX11250615
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1475459,626082994,RC1112RM0114554671,6/15/2025,YQBX11250615
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1899936,626082994,RC1112RM011455479P,6/15/2025,YQBX11250615
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1627854,626082994,RC1112RM011455487P,6/15/2025,YQBX11250615
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1280290,626082994,RC1112RM011455507C,6/15/2025,YQBX11250615
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,786551,626082994,RC1112RM011455521E,6/15/2025,YQBX11250615
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,797198,626082995,RC1112RP011454602C,6/15/2025,YQBX12250615
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,2115000,626082995,RC1112RP0114546184,6/15/2025,YQBX12250615
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,1269000,626082995,RC1112RP0114546246,6/15/2025,YQBX12250615
KF.0406 Jamal,BX13,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,,,3810430,626082996,RC1112RR0114553216,6/15/2025,YQBX13250615
